Industry,Job Title,Business Name,Link,Phone,Email,Website,Street,Suburb,State,Postcode,Full Location,About Us,Products and Services
Education_and_Training,Library_Technician,Beaumaris Library Bayside Library Service,https://www.yellowpages.com.au/vic/beaumaris/beaumaris-library-bayside-library-service-14049736-listing.html,(03) 9261 7820,baysidelibrary@bayside.vic.gov.au,http://www.bayside.vic.gov.au/library,96 Reserve Rd,Beaumaris,VIC,3193.0,"96 Reserve Rd, Beaumaris VIC 3193","Payment Methods
Cash
EFTPOS","Hours of Operation
Open Evenings, Open Monday - Friday, Open Saturdays, Open Sundays
Services
Copying & Printing, Information Services, Lending, Memberships, Online Access, Partnerships & Networks, Reference & Research, User Support
Offering
Architecture, Art, Books, Business, Children's services, Community Information, Databases, Digital Images, Disability Access, eAudiobooks, eBooks, eReaders, Events & Activities, Food, Health, History, Home Library Service, Indigenous, IT & Internet Access, Journals, Learning Programs, Multicultural Services, Music, Music Online, Newspapers, Online Information, Photography, Research Tools, Social Media, Storytime, Websites, Youth Services
Catering To
Public"
Education_and_Training,Library_Technician,Brighton Library Bayside Library Service,https://www.yellowpages.com.au/vic/brighton/brighton-library-bayside-library-service-14049735-listing.html,(03) 9261 7840,baysidelibrary@bayside.vic.gov.au,http://www.bayside.vic.gov.au/library,14 Wilson St,Brighton,VIC,3186.0,"14 Wilson St, Brighton VIC 3186","Payment Methods
Cash
EFTPOS","Hours of Operation
Open Evenings, Open Monday - Friday, Open Saturdays, Open Sundays
Services
Copying & Printing, Information Services, Lending, Memberships, Online Access, Partnerships & Networks, Reference & Research, User Support
Offering
Architecture, Art, Books, Business, Children's services, Community Information, Databases, Digital Images, Disability Access, eAudiobooks, eBooks, eReaders, Events & Activities, Family History, Food, Health, History, Home Library Service, Indexes, Indigenous, IT & Internet Access, Journals, Law, Learning Programs, Local History, Multicultural Services, Music Online, Newspapers, Online Information, Photography, Research Tools, Social Media, Storytime, Websites, Youth Services
Features
Meeting Rooms
Catering To
Public"
Education_and_Training,Library_Technician,Hampton Library Bayside Library Service,https://www.yellowpages.com.au/vic/hampton/hampton-library-bayside-library-service-14049310-listing.html,(03) 9261 7870,baysidelibrary@bayside.vic.gov.au,http://bayside.vic.gov.au/library,1D Service St,Hampton,VIC,3188.0,"1D Service St, Hampton VIC 3188","Payment Methods
Cash
EFTPOS","Offering
Architecture, Art, Books, Business, Children's services, Community Information, Databases, Digital Images, eAudiobooks, eBooks, eReaders, Events & Activities, Food, Health, History, Home Library Service, IT & Internet Access, Journals, Law, Multicultural Services, Music, Music Online, Newspapers, Online Information, Photography, Research Tools, Social Media, Storytime, Websites, Youth Services
Services
Copying & Printing, Information Services, Lending, Memberships, Online Access, Reference & Research, User Support
Catering To
Public"
Education_and_Training,Library_Technician,Geelong Regional Libraries,https://www.yellowpages.com.au/vic/geelong/geelong-regional-libraries-14126498-listing.html,(03) 4201 0600,info@grlc.vic.gov.au,http://www.grlc.vic.gov.au,51 Little Malop St,Geelong,VIC,3220.0,"51 Little Malop St, Geelong VIC 3220","Established
1997",No information available
Education_and_Training,Library_Technician,Fitzroy Library,https://www.yellowpages.com.au/vic/fitzroy/fitzroy-library-14636048-listing.html,1300 695 427,yarralibraries@yarracity.vic.gov.au,http://www.yarracity.vic.gov.au,128 Moor St,Fitzroy,VIC,3065.0,"128 Moor St, Fitzroy VIC 3065",No information available,No information available
Education_and_Training,Library_Technician,Carlton Library,https://www.yellowpages.com.au/vic/carlton-north/carlton-library-14636023-listing.html,1300 695 427,yarralibraries@yarracity.vic.gov.au,http://www.yarracity.vic.gov.au,667 Rathdowne St,Carlton North,VIC,3054.0,"667 Rathdowne St, Carlton North VIC 3054",No information available,No information available
Education_and_Training,Library_Technician,Collingwood Library,https://www.yellowpages.com.au/vic/abbotsford/collingwood-library-14636075-listing.html,1300 695 427,yarralibraries@yarracity.vic.gov.au,http://www.yarracity.vic.gov.au,11 Stanton St,Abbotsford,VIC,3067.0,"11 Stanton St, Abbotsford VIC 3067",No information available,No information available
Education_and_Training,Library_Technician,Port Phillip Library Service,https://www.yellowpages.com.au/vic/port-melbourne/port-phillip-library-service-14050144-listing.html,(03) 9209 6644,library@portphillip.vic.gov.au,http://www.portphillip.vic.gov.au/index.htm,333 Bay St,Port Melbourne,VIC,3207.0,"333 Bay St, Port Melbourne VIC 3207",No information available,No information available
Education_and_Training,Library_Technician,Richmond Library,https://www.yellowpages.com.au/vic/richmond/richmond-library-14636026-listing.html,1300 695 427,yarralibraries@yarracity.vic.gov.au,http://www.yarracity.vic.gov.au,415 Church St,Richmond,VIC,3121.0,"415 Church St, Richmond VIC 3121",No information available,No information available
Education_and_Training,Library_Technician,North Fitzroy Library,https://www.yellowpages.com.au/vic/fitzroy-north/north-fitzroy-library-14636053-listing.html,1300 695 427,yarralibraries@yarracity.vic.gov.au,http://www.yarracity.vic.gov.au,240 St Georges Rd,Fitzroy North,VIC,3068.0,"240 St Georges Rd, Fitzroy North VIC 3068",No information available,No information available
Education_and_Training,Library_Technician,Footscray Mechanics' Institute,https://www.yellowpages.com.au/vic/footscray/footscray-mechanics-institute-14049520-listing.html,(03) 9687 1935,info@footscraymechanicsinstitute.org.au,https://www.footscraymechanicsinstitute.org.au,209 Nicholson St,Footscray,VIC,3011.0,"209 Nicholson St, Footscray VIC 3011",No information available,No information available
Education_and_Training,Library_Technician,Cooee Picture Library,https://www.yellowpages.com.au/vic/elwood/cooee-picture-library-15553662-listing.html,(03) 9583 5232,ron@cooeepictures.com,http://www.cooeepictures.com,107A Ormond Rd,Elwood,VIC,3184.0,"107A Ormond Rd, Elwood VIC 3184",No information available,No information available
Education_and_Training,Library_Technician,Yarra Plenty Regional Library,https://www.yellowpages.com.au/vic/ivanhoe/yarra-plenty-regional-library-14993790-listing.html,(03) 9497 5780,ypmail@yprl.vic.gov.au,http://www.yprl.vic.gov.au,255 Upper Heidelberg Rd,Ivanhoe,VIC,3079.0,"255 Upper Heidelberg Rd, Ivanhoe VIC 3079",No information available,No information available
Education_and_Training,Library_Technician,Glen Eira City Library,https://www.yellowpages.com.au/vic/caulfield/glen-eira-city-library-1000002304831-listing.html,(03) 9524 3700,gelis@gleneira.vic.gov.au,https://library.gleneira.vic.gov.au/about-us,Corner Glen Eira and Hawthorn Roads,Caulfield,VIC,3162.0,"Corner Glen Eira and Hawthorn Roads, Caulfield VIC 3162",No information available,No information available
Education_and_Training,Library_Technician,City of Boroondara Library Service,https://www.yellowpages.com.au/vic/ashburton/city-of-boroondara-library-service-14763815-listing.html,(03) 9278 4666,library@boroondara.vic.gov.au,https://www.boroondara.vic.gov.au,154 High St,Ashburton,VIC,3147.0,"154 High St, Ashburton VIC 3147",No information available,No information available
Education_and_Training,Library_Technician,Broadmeadows Toy Library,https://www.yellowpages.com.au/vic/broadmeadows/broadmeadows-toy-library-1000002871062-listing.html,0409 529 970,broadmeadowstoylibrary@gmail.com,https://broadmeadowstoylibrary.setls.com.au,24A Dimboola Rd,Broadmeadows,VIC,3047.0,"24A Dimboola Rd, Broadmeadows VIC 3047",No information available,No information available
Education_and_Training,Library_Technician,Yarra Plenty Regional Library Service,https://www.yellowpages.com.au/vic/lalor/yarra-plenty-regional-library-service-14049463-listing.html,(03) 9465 2353,ypmail@yprl.vic.gov.au,https://www.yprl.vic.gov.au,2A May Rd,Lalor,VIC,3075.0,"2A May Rd, Lalor VIC 3075",No information available,No information available
Education_and_Training,Library_Technician,Frankston Toy Library,https://www.yellowpages.com.au/vic/frankston/frankston-toy-library-14128290-listing.html,(03) 9781 3900,info@frankstontoylibrary.org.au,http://www.frankstontoylibrary.org.au,20 Ebdale St,Frankston,VIC,3199.0,"20 Ebdale St, Frankston VIC 3199",No information available,No information available
Education_and_Training,Library_Technician,Frankston Library,https://www.yellowpages.com.au/vic/frankston/frankston-library-14127400-listing.html,(03) 9784 1020,libraryenquiries@frankston.vic.gov.au,https://library.frankston.vic.gov.au,60 Playne St,Frankston,VIC,3199.0,"60 Playne St, Frankston VIC 3199",No information available,No information available
Education_and_Training,Library_Technician,Libraries,https://www.yellowpages.com.au/vic/queenscliff/libraries-14978005-listing.html,(03) 5258 2017,info@geelonglibraries.vic.gov.au,http://www.geelonglibraries.vic.gov.au,55 Hesse St,Queenscliff,VIC,3225.0,"55 Hesse St, Queenscliff VIC 3225",No information available,No information available
Education_and_Training,Library_Technician,Libraries,https://www.yellowpages.com.au/vic/corio/libraries-15256867-listing.html,(03) 5275 2388,info@geelonglibraries.vic.gov.au,http://www.geelonglibraries.vic.gov.au,Cox Rd,Corio,VIC,3214.0,"Cox Rd, Corio VIC 3214",No information available,No information available
Education_and_Training,Library_Technician,Libraries,https://www.yellowpages.com.au/vic/ocean-grove/libraries-15256864-listing.html,(03) 5255 4218,info@geelonglibraries.vic.gov.au,http://www.geelonglibraries.vic.gov.au,Presidents Ave,Ocean Grove,VIC,3226.0,"Presidents Ave, Ocean Grove VIC 3226",No information available,No information available
Education_and_Training,Library_Technician,Libraries,https://www.yellowpages.com.au/vic/geelong/libraries-15256875-listing.html,(03) 5222 1212,info@geelonglibraries.vic.gov.au,http://www.geelonglibraries.vic.gov.au,49 Little Malop St,Geelong,VIC,3220.0,"49 Little Malop St, Geelong VIC 3220",No information available,No information available
Education_and_Training,Library_Technician,Libraries,https://www.yellowpages.com.au/vic/geelong-west/libraries-15256874-listing.html,(03) 5229 1939,info@geelonglibraries.vic.gov.au,http://www.geelonglibraries.vic.gov.au,153 Pakington St,Geelong West,VIC,3218.0,"153 Pakington St, Geelong West VIC 3218",No information available,No information available
Education_and_Training,Library_Technician,Libraries,https://www.yellowpages.com.au/vic/barwon-heads/libraries-15256865-listing.html,(03) 5254 2143,info@geelonglibraries.vic.gov.au,http://www.geelonglibraries.vic.gov.au,Golf Links Rd,Barwon Heads,VIC,3227.0,"Golf Links Rd, Barwon Heads VIC 3227",No information available,No information available
Education_and_Training,Library_Technician,Geelong Regional Libraries,https://www.yellowpages.com.au/vic/belmont/geelong-regional-libraries-15256973-listing.html,(03) 4201 0665,info@grlc.vic.gov.au,http://www.geelonglibraries.vic.gov.au,163 High St,Belmont,VIC,3216.0,"163 High St, Belmont VIC 3216",No information available,No information available
Education_and_Training,Library_Technician,Libraries,https://www.yellowpages.com.au/vic/highton/libraries-15256872-listing.html,(03) 5243 4864,info@geelonglibraries.vic.gov.au,http://www.geelonglibraries.vic.gov.au,Roslyn Rd,Highton,VIC,3216.0,"Roslyn Rd, Highton VIC 3216",No information available,No information available
Education_and_Training,Library_Technician,Yea Library,https://www.yellowpages.com.au/vic/yea/yea-library-1000002273316-listing.html,(03) 5736 0036,mls@murrindindi.vic.gov.au,https://www.murrindindi.vic.gov.au/Our-Community/Libraries/Library-Locations-and-Hours,15 The Semi Cir,Yea,VIC,3717.0,"15 The Semi Cir, Yea VIC 3717",No information available,No information available
Education_and_Training,Library_Technician,Kangaroo Flat Library,https://www.yellowpages.com.au/vic/kangaroo-flat/kangaroo-flat-library-14128270-listing.html,(03) 5447 8344,kangarooflat@ncgrl.vic.gov.au,https://www.ncgrl.vic.gov.au/libraries/kangarooflat,23 Lockwood Rd,Kangaroo Flat,VIC,3555.0,"23 Lockwood Rd, Kangaroo Flat VIC 3555",No information available,No information available
Education_and_Training,Library_Technician,Alpine Shire Council,https://www.yellowpages.com.au/vic/mt-beauty/alpine-shire-council-1000002371455-listing.html,(03) 5754 4305,mtblibrary@alpineshire.vic.gov.au,https://www.alpineshire.vic.gov.au/community/facilities/mount-beauty-library,61 Lakeside Ave,Mt Beauty,VIC,3699.0,"61 Lakeside Ave, Mt Beauty VIC 3699",No information available,No information available
Education_and_Training,Library_Technician,Gannawarra Library Service,https://www.yellowpages.com.au/vic/kerang/gannawarra-library-service-14126895-listing.html,(03) 5450 9333,council@gannawarra.vic.gov.au,http://www.gannawarra.vic.gov.au,Cnr Shadforth St and Murray Valley Hwy,Kerang,VIC,3579.0,"Cnr Shadforth St and Murray Valley Hwy, Kerang VIC 3579",No information available,No information available
Education_and_Training,Library_Technician,Mount Waverley Branch Library,https://www.yellowpages.com.au/vic/mt-waverley/mount-waverley-branch-library-14049376-listing.html,(03) 9807 5022,mpls@monash.vic.gov.au,https://www.monlib.vic.gov.au,41 Miller Crst,Mt Waverley,VIC,3149.0,"41 Miller Crst, Mt Waverley VIC 3149",No information available,No information available
Education_and_Training,Library_Technician,Warrnambool Library,https://www.yellowpages.com.au/vic/warrnambool/warrnambool-library-14126651-listing.html,(03) 5559 4990,warrnambool@crlc.vic.gov.au,https://www.warrnambool.vic.gov.au,25 Liebig St,Warrnambool,VIC,3280.0,"25 Liebig St, Warrnambool VIC 3280",No information available,No information available
